"","Sex","Length","Diameter","Height","Whole_weight","Shucked_weight","Viscera_weight","Shell_weight"
"806","M",0.49,0.465,0.125,0.5225,0.235,0.13,0.141
"807","M",0.5,0.39,0.125,0.5215,0.2485,0.117,0.131
"808","F",0.505,0.39,0.125,0.5445,0.246,0.15,0.1405
"809","F",0.51,0.4,0.125,0.545,0.261,0.115,0.1385
"810","M",0.52,0.4,0.145,0.7765,0.3525,0.1845,0.185
"811","F",0.52,0.46,0.15,1.019,0.523,0.1985,0.254
"812","M",0.525,0.405,0.12,0.7555,0.3755,0.1555,0.201
"813","M",0.545,0.39,0.135,0.7835,0.4225,0.1815,0.156
"814","M",0.545,0.41,0.12,0.793,0.434,0.1405,0.19
"815","M",0.545,0.415,0.14,0.82,0.4615,0.127,0.218
"816","F",0.55,0.415,0.135,0.8145,0.427,0.1855,0.175
"817","F",0.55,0.43,0.15,0.84,0.395,0.195,0.223
"818","M",0.55,0.425,0.15,0.8315,0.411,0.1765,0.2165
"819","M",0.56,0.43,0.145,0.8995,0.464,0.1775,0.234
"820","M",0.56,0.445,0.16,0.8965,0.42,0.2175,0.2215
"821","F",0.56,0.44,0.155,0.6405,0.336,0.1765,0.245
"822","M",0.56,0.415,0.145,0.852,0.43,0.1885,0.205
"823","M",0.565,0.455,0.15,0.9595,0.4565,0.2395,0.23
"824","M",0.565,0.435,0.15,0.99,0.5795,0.1825,0.206
"825","F",0.565,0.45,0.175,1.0095,0.447,0.2375,0.2645
"826","M",0.57,0.46,0.15,1.0375,0.5415,0.2035,0.25
"827","F",0.57,0.445,0.145,0.8775,0.412,0.217,0.22
"828","F",0.575,0.46,0.145,0.9945,0.466,0.229,0.265
"829","F",0.575,0.45,0.16,1.068,0.556,0.214,0.2575
"830","M",0.575,0.435,0.14,0.8455,0.401,0.191,0.222
"831","F",0.575,0.47,0.165,0.869,0.435,0.197,0.238
"832","M",0.575,0.455,0.135,0.907,0.4245,0.197,0.26
"833","M",0.575,0.445,0.17,1.0225,0.549,0.2175,0.228
"834","M",0.575,0.445,0.145,0.847,0.415,0.1945,0.22
"835","M",0.58,0.455,0.15,1.114,0.4765,0.2155,0.265
"836","M",0.58,0.455,0.195,1.859,0.945,0.426,0.441
"837","M",0.58,0.445,0.135,0.814,0.3775,0.1915,0.22
"838","M",0.58,0.45,0.14,0.9615,0.486,0.1815,0.253
"839","M",0.58,0.45,0.145,1.0025,0.547,0.1975,0.2295
"840","F",0.58,0.45,0.155,0.93,0.385,0.246,0.265
"841","M",0.585,0.46,0.145,0.9335,0.478,0.1825,0.235
"842","M",0.585,0.465,0.16,0.9555,0.4595,0.236,0.265
"843","M",0.59,0.47,0.15,0.9955,0.481,0.232,0.24
"844","F",0.6,0.475,0.16,1.0265,0.485,0.2495,0.2565
"845","M",0.6,0.455,0.17,1.1915,0.696,0.2395,0.24
"846","F",0.6,0.465,0.15,1.1025,0.5455,0.262,0.25
"847","M",0.6,0.465,0.155,1.0165,0.512,0.2465,0.225
"848","F",0.605,0.47,0.165,1.1775,0.611,0.2275,0.292
"849","M",0.605,0.475,0.14,1.1175,0.555,0.257,0.274
"850","M",0.605,0.48,0.17,1.1835,0.582,0.2365,0.317
"851","F",0.605,0.475,0.165,1.056,0.433,0.2195,0.357
"852","M",0.61,0.485,0.16,1.0145,0.5315,0.212,0.2415
"853","M",0.61,0.485,0.145,1.3305,0.783,0.2255,0.2865
"854","M",0.61,0.47,0.165,1.052,0.498,0.242,0.267
"855","M",0.615,0.46,0.17,1.0565,0.4815,0.272,0.27
"856","F",0.615,0.465,0.15,0.923,0.4615,0.1825,0.2415
"857","F",0.615,0.475,0.155,1.027,0.447,0.25,0.285
"858","M",0.62,0.47,0.135,1.0195,0.5315,0.2005,0.2475
"859","M",0.62,0.45,0.2,0.858,0.4285,0.1525,0.2405
"860","F",0.62,0.48,0.16,1.1125,0.5635,0.2445,0.281
"861","F",0.625,0.485,0.175,1.3745,0.7335,0.2715,0.332
"862","M",0.625,0.48,0.185,1.2065,0.587,0.29,0.286
"863","M",0.63,0.47,0.155,1.1325,0.589,0.211,0.287
"864","M",0.63,0.5,0.175,1.2645,0.5635,0.3065,0.3425
"865","F",0.635,0.495,0.015,1.1565,0.5115,0.308,0.2885
"866","M",0.64,0.515,0.165,1.369,0.632,0.3415,0.358
"867","M",0.645,0.53,0.195,1.39,0.6465,0.2945,0.3735
"868","F",0.645,0.48,0.17,1.1345,0.528,0.254,0.305
"869","F",0.65,0.5,0.19,1.464,0.6415,0.339,0.4245
"870","M",0.65,0.5,0.155,1.202,0.565,0.3135,0.294
"871","M",0.655,0.515,0.16,1.31,0.553,0.369,0.345
"872","F",0.655,0.51,0.175,1.415,0.5885,0.3725,0.364
"873","F",0.66,0.53,0.185,1.346,0.546,0.2705,0.476
"874","M",0.665,0.525,0.16,1.363,0.629,0.279,0.34
"875","F",0.67,0.505,0.205,1.3645,0.6075,0.3025,0.353
"876","F",0.685,0.54,0.215,1.7025,0.664,0.3655,0.4735
"877","M",0.685,0.52,0.165,1.519,0.699,0.3685,0.4
"878","F",0.69,0.54,0.155,1.454,0.624,0.3105,0.39
"879","M",0.69,0.53,0.21,1.583,0.7355,0.405,0.3865
"880","F",0.69,0.53,0.17,1.5535,0.7945,0.3485,0.3695
"881","M",0.695,0.56,0.185,1.74,0.885,0.3715,0.4375
"882","M",0.7,0.565,0.18,1.751,0.895,0.3355,0.446
"883","M",0.7,0.575,0.19,2.273,1.095,0.418,0.638
"884","F",0.7,0.525,0.19,1.6465,0.8545,0.307,0.3995
"885","F",0.705,0.55,0.17,1.219,0.6395,0.236,0.301
"886","F",0.71,0.56,0.18,1.652,0.735,0.381,0.4525
"887","M",0.715,0.55,0.19,2.0045,1.0465,0.407,0.5075
"888","M",0.715,0.535,0.19,1.6755,0.889,0.313,0.42
"889","F",0.72,0.58,0.195,2.103,1.0265,0.48,0.5375
"890","F",0.72,0.55,0.2,1.9965,0.9035,0.469,0.5215
"891","M",0.72,0.565,0.145,1.187,0.691,0.1945,0.2685
"892","M",0.725,0.505,0.185,1.978,1.026,0.4255,0.4505
"893","F",0.73,0.575,0.185,1.8795,0.931,0.38,0.4825
"894","M",0.735,0.585,0.185,2.124,0.952,0.55,0.5
"895","M",0.745,0.565,0.215,1.931,0.896,0.4585,0.5
"896","F",0.75,0.57,0.21,2.236,1.109,0.5195,0.545
"897","F",0.755,0.625,0.21,2.505,1.1965,0.513,0.6785
"898","M",0.755,0.58,0.205,2.0065,0.8295,0.4015,0.595
"899","F",0.78,0.63,0.215,2.657,1.488,0.4985,0.586
"900","F",0.455,0.365,0.115,0.4305,0.184,0.108,0.1245
"901","F",0.46,0.365,0.125,0.4785,0.206,0.1045,0.141
"902","M",0.495,0.395,0.12,0.553,0.224,0.1375,0.167
"903","M",0.5,0.42,0.135,0.6765,0.302,0.1415,0.2065
"904","M",0.525,0.42,0.155,0.842,0.428,0.1415,0.2045
"905","F",0.535,0.41,0.13,0.7145,0.335,0.144,0.2075
"906","M",0.535,0.435,0.15,0.717,0.3475,0.1445,0.194
"907","F",0.54,0.42,0.145,0.8655,0.4315,0.163,0.2175
"908","F",0.545,0.445,0.15,0.8,0.3535,0.163,0.207
"909","F",0.55,0.405,0.125,0.651,0.2965,0.137,0.2
"910","M",0.55,0.43,0.15,0.8745,0.413,0.1905,0.248
"911","M",0.555,0.44,0.14,0.8705,0.407,0.156,0.255
"912","F",0.56,0.445,0.155,1.224,0.5565,0.3225,0.2695
"913","F",0.565,0.45,0.145,0.8495,0.4215,0.1685,0.225
"914","M",0.565,0.445,0.15,0.796,0.3635,0.184,0.219
"915","M",0.565,0.39,0.125,0.744,0.352,0.13,0.1685
"916","F",0.57,0.46,0.135,0.9795,0.397,0.2525,0.2655
"917","M",0.57,0.435,0.17,0.873,0.382,0.183,0.2705
"918","M",0.57,0.435,0.125,0.8965,0.383,0.1835,0.275
"919","F",0.575,0.42,0.135,0.857,0.461,0.147,0.2125
"920","F",0.575,0.48,0.165,1.078,0.511,0.2095,0.306
"921","M",0.575,0.46,0.155,0.892,0.4415,0.176,0.22
"922","M",0.58,0.46,0.155,1.4395,0.6715,0.273,0.2955
"923","M",0.58,0.455,0.135,0.7955,0.405,0.167,0.204
"924","F",0.58,0.445,0.15,0.858,0.4,0.156,0.253
"925","M",0.585,0.465,0.155,0.9145,0.4555,0.1965,0.235
"926","M",0.585,0.49,0.185,1.171,0.522,0.2535,0.335
"927","M",0.585,0.46,0.165,1.1135,0.5825,0.2345,0.274
"928","M",0.585,0.47,0.165,1.409,0.8,0.229,0.295
"929","M",0.585,0.475,0.15,1.065,0.5315,0.199,0.2885
"930","M",0.585,0.45,0.18,0.7995,0.336,0.1855,0.237
"931","M",0.59,0.47,0.18,1.187,0.5985,0.227,0.31
"932","M",0.59,0.455,0.155,0.8855,0.388,0.188,0.275
"933","F",0.595,0.465,0.15,0.98,0.4115,0.196,0.2255
"934","F",0.595,0.465,0.155,1.026,0.4645,0.112,0.305
"935","M",0.6,0.475,0.17,1.1315,0.508,0.272,0.309
"936","M",0.6,0.48,0.155,1.014,0.451,0.1885,0.325
"937","F",0.6,0.465,0.155,1.04,0.4755,0.25,0.28
"938","F",0.6,0.455,0.145,0.8895,0.419,0.1715,0.269
"939","M",0.6,0.46,0.155,0.9595,0.4455,0.189,0.295
"940","M",0.605,0.49,0.14,0.9755,0.419,0.206,0.315
"941","F",0.605,0.475,0.175,1.076,0.463,0.2195,0.335
"942","F",0.605,0.47,0.16,1.0835,0.5405,0.2215,0.275
"943","M",0.61,0.45,0.15,0.871,0.407,0.1835,0.25
"944","M",0.61,0.48,0.165,1.244,0.6345,0.257,0.305
"945","M",0.61,0.475,0.17,1.0265,0.435,0.2335,0.3035
"946","M",0.61,0.48,0.17,1.137,0.4565,0.29,0.347
"947","M",0.61,0.46,0.16,1,0.494,0.197,0.275
"948","F",0.615,0.475,0.155,1.004,0.4475,0.193,0.2895
"949","M",0.615,0.47,0.165,1.128,0.4465,0.2195,0.34
"950","M",0.615,0.5,0.17,1.054,0.4845,0.228,0.295
"951","F",0.615,0.475,0.165,1.023,0.4905,0.1955,0.3035
"952","M",0.615,0.475,0.17,1.129,0.4795,0.302,0.3
"953","M",0.615,0.48,0.175,1.118,0.446,0.3195,0.3
"954","F",0.615,0.475,0.155,1.115,0.484,0.2115,0.355
"955","M",0.62,0.51,0.175,1.2815,0.5715,0.2385,0.39
"956","M",0.62,0.495,0.18,1.2555,0.5765,0.254,0.355
"957","F",0.62,0.5,0.15,1.293,0.596,0.3135,0.354
"958","F",0.62,0.475,0.16,1.1295,0.463,0.2685,0.33
"959","M",0.625,0.455,0.17,1.082,0.4955,0.2345,0.315
"960","F",0.625,0.505,0.175,1.15,0.5475,0.256,0.3045
"961","F",0.625,0.515,0.16,1.264,0.5715,0.326,0.321
"962","F",0.625,0.48,0.155,1.2035,0.5865,0.239,0.3185
"963","F",0.63,0.485,0.17,1.3205,0.5945,0.345,0.345
"964","M",0.63,0.485,0.145,1.062,0.5065,0.1785,0.3365
"965","M",0.63,0.495,0.16,1.093,0.497,0.221,0.315
"966","M",0.635,0.49,0.16,1.101,0.534,0.1865,0.3455
"967","F",0.635,0.5,0.165,1.4595,0.705,0.2645,0.39
"968","F",0.635,0.495,0.175,1.211,0.707,0.2725,0.323
"969","M",0.635,0.475,0.17,1.1935,0.5205,0.2695,0.3665
"970","M",0.635,0.51,0.155,0.986,0.405,0.2255,0.31
"971","M",0.64,0.565,0.23,1.521,0.644,0.372,0.406
"972","M",0.64,0.525,0.18,1.3135,0.4865,0.2995,0.4075
"973","M",0.645,0.51,0.16,1.1835,0.556,0.2385,0.345
"974","M",0.645,0.5,0.195,1.401,0.6165,0.3515,0.3725
"975","M",0.645,0.525,0.16,1.5075,0.7455,0.245,0.4325
"976","F",0.65,0.505,0.165,1.16,0.4785,0.274,0.349
"977","F",0.65,0.59,0.22,1.662,0.77,0.378,0.435
"978","M",0.65,0.525,0.175,1.5365,0.6865,0.3585,0.405
"979","M",0.65,0.51,0.19,1.542,0.7155,0.3735,0.375
"980","F",0.65,0.51,0.17,1.567,0.7245,0.349,0.391
"981","F",0.655,0.525,0.19,1.3595,0.564,0.3215,0.3985
"982","M",0.655,0.535,0.205,1.6445,0.7305,0.3595,0.46
"983","F",0.655,0.52,0.19,1.4545,0.6,0.3865,0.383
"984","M",0.655,0.49,0.175,1.3585,0.6395,0.294,0.365
"985","F",0.66,0.495,0.21,1.548,0.724,0.3525,0.3925
"986","F",0.66,0.515,0.17,1.337,0.615,0.3125,0.3575
"987","F",0.665,0.53,0.18,1.491,0.6345,0.342,0.435
"988","F",0.67,0.53,0.225,1.5615,0.63,0.487,0.3725
"989","F",0.67,0.505,0.175,1.0145,0.4375,0.271,0.3745
"990","M",0.675,0.545,0.185,1.7375,0.876,0.3135,0.469
"991","M",0.685,0.545,0.205,1.7925,0.8145,0.416,0.461
"992","F",0.695,0.565,0.19,1.7635,0.7465,0.399,0.4975
"993","F",0.7,0.545,0.13,1.556,0.6725,0.374,0.195
"994","M",0.705,0.565,0.515,2.21,1.1075,0.4865,0.512
"995","M",0.705,0.555,0.215,2.141,1.0465,0.383,0.528
"996","F",0.705,0.57,0.18,1.5345,0.96,0.4195,0.43
"997","F",0.71,0.55,0.17,1.614,0.743,0.345,0.45
"998","F",0.72,0.575,0.17,1.9335,0.913,0.389,0.51
"999","M",0.72,0.575,0.215,2.173,0.9515,0.564,0.5365
"1000","F",0.725,0.6,0.2,1.737,0.697,0.3585,0.595
"1001","F",0.73,0.58,0.19,1.7375,0.6785,0.4345,0.52
"1002","F",0.735,0.565,0.205,2.1275,0.949,0.46,0.565
"1003","F",0.745,0.57,0.215,2.25,1.1565,0.446,0.558
"1004","F",0.75,0.61,0.235,2.5085,1.232,0.519,0.612
"1005","F",0.815,0.65,0.25,2.255,0.8905,0.42,0.7975
"1006","M",0.415,0.315,0.115,0.3895,0.2015,0.065,0.103
"1007","M",0.44,0.32,0.12,0.4565,0.2435,0.092,0.1025
"1008","M",0.45,0.335,0.125,0.4475,0.2165,0.126,0.11
"1009","M",0.475,0.37,0.125,0.649,0.347,0.136,0.142
"1010","F",0.475,0.365,0.115,0.566,0.281,0.117,0.1335
"1011","M",0.485,0.39,0.085,0.6435,0.2945,0.103,0.198
"1012","M",0.485,0.37,0.13,0.526,0.2485,0.105,0.1555
"1013","F",0.495,0.38,0.12,0.573,0.2655,0.1285,0.144
"1014","M",0.505,0.385,0.105,0.5525,0.239,0.1245,0.1555
"1015","F",0.505,0.38,0.135,0.6855,0.361,0.1565,0.161
"1016","M",0.515,0.425,0.145,0.9365,0.497,0.181,0.2185
"1017","M",0.52,0.4,0.125,0.559,0.254,0.139,0.149
"1018","M",0.525,0.4,0.14,0.7205,0.3685,0.145,0.1735
"1019","M",0.53,0.4,0.125,0.7575,0.398,0.151,0.175
"1020","F",0.545,0.41,0.14,0.7405,0.3565,0.1775,0.203
"1021","F",0.55,0.43,0.14,0.84,0.375,0.218,0.1945
"1022","M",0.55,0.425,0.16,0.793,0.343,0.2035,0.215
"1023","F",0.56,0.43,0.15,0.8745,0.453,0.161,0.22
"1024","F",0.56,0.435,0.15,0.8715,0.4755,0.1835,0.1835
"1025","M",0.57,0.445,0.15,0.9875,0.504,0.207,0.249
"1026","M",0.575,0.465,0.15,1.08,0.595,0.2065,0.238
"1027","M",0.575,0.46,0.165,0.9155,0.4005,0.2465,0.2385
"1028","F",0.58,0.46,0.175,1.165,0.65,0.2205,0.3055
"1029","F",0.58,0.435,0.14,0.953,0.475,0.2165,0.2095
"1030","M",0.585,0.455,0.15,0.906,0.4095,0.23,0.2335
"1031","M",0.59,0.44,0.15,0.8725,0.387,0.215,0.245
"1032","F",0.59,0.465,0.15,1.151,0.613,0.239,0.2515
"1033","F",0.59,0.46,0.145,0.9905,0.453,0.2205,0.275
"1034","F",0.595,0.455,0.16,1.04,0.452,0.2655,0.288
"1035","M",0.6,0.455,0.155,0.945,0.4365,0.2085,0.25
"1036","M",0.6,0.465,0.2,1.259,0.6405,0.1985,0.357
"1037","F",0.605,0.485,0.165,0.9515,0.4535,0.193,0.2765
"1038","F",0.605,0.485,0.16,1.201,0.417,0.2875,0.38
"1039","F",0.605,0.515,0.17,1.289,0.6,0.2945,0.3315
"1040","F",0.61,0.485,0.17,1.1005,0.5125,0.229,0.305
"1041","M",0.62,0.485,0.155,1.049,0.462,0.231,0.25
"1042","F",0.62,0.435,0.155,1.012,0.477,0.236,0.275
"1043","M",0.62,0.48,0.165,1.0725,0.4815,0.235,0.312
"1044","M",0.625,0.52,0.175,1.4105,0.691,0.322,0.3465
"1045","M",0.625,0.47,0.18,1.136,0.451,0.3245,0.305
"1046","M",0.63,0.47,0.145,1.1005,0.52,0.26,0.276
"1047","F",0.63,0.5,0.175,1.1105,0.467,0.268,0.329
"1048","M",0.63,0.455,0.15,1.1315,0.481,0.2745,0.305
"1049","M",0.63,0.48,0.15,1.271,0.6605,0.2425,0.31
"1050","F",0.63,0.49,0.225,1.336,0.6805,0.259,0.3245
"1051","F",0.635,0.505,0.145,1.1345,0.505,0.2655,0.315
"1052","M",0.635,0.51,0.185,1.308,0.544,0.318,0.377
"1053","F",0.64,0.515,0.205,1.5335,0.6635,0.3345,0.4025
"1054","F",0.645,0.515,0.175,1.546,0.7035,0.365,0.415
"1055","M",0.645,0.51,0.155,1.539,0.6405,0.3585,0.43
"1056","F",0.645,0.505,0.165,1.318,0.55,0.3015,0.335
"1057","F",0.65,0.545,0.175,1.5245,0.59,0.326,0.495
"1058","M",0.65,0.515,0.175,1.466,0.677,0.3045,0.4
"1059","F",0.65,0.5,0.16,1.3825,0.702,0.304,0.3195
"1060","M",0.65,0.485,0.14,1.175,0.475,0.2435,0.215
"1061","F",0.655,0.54,0.215,1.5555,0.695,0.296,0.444
"1062","M",0.655,0.51,0.215,1.7835,0.8885,0.4095,0.4195
"1063","M",0.66,0.505,0.165,1.374,0.589,0.351,0.345
"1064","F",0.665,0.515,0.18,1.389,0.5945,0.324,0.395
"1065","M",0.67,0.545,0.2,1.7025,0.833,0.374,0.41
"1066","M",0.67,0.51,0.175,1.5265,0.651,0.4475,0.345
"1067","M",0.67,0.5,0.19,1.519,0.616,0.388,0.415
"1068","F",0.68,0.5,0.185,1.741,0.7665,0.3255,0.4685
"1069","M",0.68,0.515,0.17,1.6115,0.8415,0.306,0.395
"1070","M",0.69,0.525,0.2,1.7825,0.9165,0.3325,0.461
"1071","F",0.7,0.55,0.17,1.684,0.7535,0.3265,0.32
"1072","M",0.7,0.555,0.2,1.858,0.73,0.3665,0.595
"1073","M",0.705,0.56,0.165,1.675,0.797,0.4095,0.388
"1074","M",0.72,0.565,0.2,2.1055,1.017,0.363,0.494
"1075","M",0.725,0.575,0.24,2.21,1.351,0.413,0.5015
"1076","M",0.74,0.57,0.18,1.8725,0.9115,0.427,0.446
"1077","M",0.75,0.55,0.18,1.893,0.942,0.397,0.445
"1078","M",0.475,0.36,0.1,0.4285,0.1965,0.099,0.112
"1079","M",0.48,0.355,0.16,0.464,0.221,0.106,0.239
"1080","F",0.515,0.375,0.11,0.6065,0.3005,0.131,0.15
"1081","M",0.525,0.415,0.145,0.845,0.3525,0.1635,0.2875
"1082","M",0.525,0.4,0.155,0.707,0.282,0.1605,0.225
"1083","M",0.54,0.455,0.14,0.972,0.419,0.255,0.269
"1084","M",0.55,0.435,0.14,0.7625,0.327,0.1685,0.259
"1085","M",0.56,0.425,0.135,0.849,0.3265,0.221,0.2645
"1086","F",0.565,0.44,0.15,0.863,0.435,0.149,0.27
"1087","M",0.565,0.44,0.125,0.802,0.3595,0.1825,0.215
"1088","M",0.565,0.43,0.15,0.831,0.4245,0.1735,0.219
"1089","F",0.57,0.45,0.135,0.7805,0.3345,0.185,0.21
"1090","M",0.57,0.45,0.14,0.795,0.3385,0.148,0.245
"1091","M",0.575,0.455,0.165,0.867,0.3765,0.1805,0.268
"1092","F",0.575,0.47,0.155,1.116,0.509,0.238,0.34
"1093","M",0.575,0.47,0.185,0.985,0.3745,0.2175,0.355
"1094","F",0.575,0.465,0.195,0.9965,0.417,0.247,0.47
"1095","F",0.575,0.435,0.15,1.0305,0.4605,0.218,0.36
"1096","M",0.575,0.445,0.16,0.839,0.4005,0.198,0.239
"1097","M",0.575,0.44,0.16,0.9615,0.483,0.166,0.275
"1098","F",0.58,0.435,0.15,0.834,0.428,0.1515,0.23
"1099","M",0.58,0.46,0.155,1.0335,0.469,0.2225,0.295
"1100","M",0.58,0.43,0.13,0.798,0.365,0.173,0.2285
"1101","F",0.585,0.445,0.14,0.913,0.4305,0.2205,0.253
"1102","M",0.59,0.49,0.165,1.207,0.559,0.235,0.309
"1103","F",0.595,0.435,0.15,0.9,0.4175,0.17,0.265
"1104","M",0.595,0.45,0.14,0.838,0.3965,0.194,0.217
"1105","M",0.595,0.45,0.145,0.959,0.463,0.2065,0.2535
"1106","F",0.6,0.46,0.155,0.9735,0.427,0.2045,0.3
"1107","F",0.6,0.475,0.15,1.13,0.575,0.196,0.305
"1108","M",0.6,0.48,0.165,0.9165,0.4135,0.1965,0.2725
"1109","F",0.6,0.48,0.18,1.0645,0.4495,0.2455,0.325
"1110","M",0.6,0.47,0.165,1.059,0.504,0.241,0.275
"1111","M",0.6,0.47,0.16,1.194,0.5625,0.3045,0.2635
"1112","F",0.605,0.455,0.145,0.9775,0.468,0.1775,0.275
"1113","M",0.605,0.475,0.145,0.884,0.3835,0.1905,0.27
"1114","F",0.605,0.48,0.14,0.991,0.4735,0.2345,0.24
"1115","F",0.605,0.47,0.155,0.974,0.393,0.224,0.3345
"1116","F",0.605,0.505,0.18,1.434,0.7285,0.264,0.431
"1117","M",0.61,0.475,0.155,0.983,0.4565,0.228,0.266
"1118","F",0.61,0.465,0.16,1.0725,0.4835,0.2515,0.28
"1119","F",0.61,0.485,0.15,1.2405,0.6025,0.2915,0.3085
"1120","M",0.61,0.47,0.16,1.022,0.449,0.2345,0.2945
"1121","F",0.61,0.475,0.16,1.1155,0.3835,0.223,0.379
"1122","M",0.61,0.47,0.17,1.1185,0.5225,0.2405,0.31
"1123","F",0.61,0.485,0.18,1.2795,0.5735,0.2855,0.355
"1124","M",0.615,0.47,0.16,1.0175,0.473,0.2395,0.28
"1125","M",0.615,0.475,0.175,1.224,0.6035,0.261,0.311
"1126","F",0.62,0.515,0.155,1.3255,0.6685,0.2605,0.335
"1127","M",0.62,0.515,0.175,1.221,0.535,0.241,0.395
"1128","F",0.62,0.54,0.165,1.139,0.4995,0.2435,0.357
"1129","F",0.62,0.48,0.18,1.2215,0.582,0.2695,0.313
"1130","M",0.62,0.48,0.15,1.266,0.6285,0.2575,0.309
"1131","F",0.62,0.48,0.175,1.0405,0.464,0.2225,0.3
"1132","M",0.625,0.49,0.165,1.1165,0.4895,0.2615,0.3325
"1133","M",0.625,0.475,0.16,1.0845,0.5005,0.2355,0.3105
"1134","M",0.625,0.5,0.17,1.0985,0.4645,0.22,0.354
"1135","F",0.625,0.485,0.175,1.362,0.6765,0.2615,0.3705
"1136","M",0.63,0.505,0.17,1.0915,0.4615,0.266,0.3
"1137","F",0.63,0.5,0.18,1.1965,0.514,0.2325,0.3995
"1138","M",0.63,0.49,0.17,1.1745,0.5255,0.273,0.339
"1139","M",0.63,0.485,0.165,1.233,0.6565,0.2315,0.3035
"1140","M",0.63,0.495,0.175,1.2695,0.605,0.271,0.328
"1141","M",0.635,0.5,0.17,1.4345,0.611,0.309,0.418
"1142","F",0.635,0.49,0.175,1.2435,0.5805,0.313,0.305
"1143","F",0.635,0.49,0.17,1.2615,0.5385,0.2665,0.38
"1144","F",0.64,0.505,0.165,1.2235,0.5215,0.2695,0.36
"1145","M",0.64,0.515,0.18,1.247,0.5475,0.2925,0.3685
"1146","M",0.64,0.525,0.185,1.707,0.763,0.4205,0.4435
"1147","M",0.645,0.505,0.15,1.1605,0.519,0.2615,0.335
"1148","M",0.645,0.5,0.175,1.286,0.5645,0.288,0.386
"1149","M",0.645,0.5,0.19,1.5595,0.741,0.3715,0.3845
"1150","M",0.645,0.51,0.19,1.4745,0.605,0.345,0.48
"1151","M",0.645,0.51,0.195,1.226,0.5885,0.2215,0.3745
"1152","M",0.645,0.51,0.16,1.33,0.6665,0.309,0.317
"1153","F",0.645,0.51,0.16,1.2415,0.5815,0.276,0.315
"1154","M",0.645,0.5,0.175,1.3375,0.554,0.308,0.415
"1155","F",0.645,0.51,0.19,1.363,0.573,0.362,0.36
"1156","M",0.645,0.485,0.15,1.2215,0.5695,0.2735,0.33
"1157","F",0.645,0.48,0.19,1.371,0.6925,0.2905,0.35
"1158","F",0.65,0.495,0.155,1.337,0.615,0.3195,0.335
"1159","M",0.65,0.505,0.19,1.274,0.59,0.23,0.391
"1160","M",0.65,0.525,0.185,1.488,0.665,0.337,0.378
"1161","M",0.65,0.51,0.16,1.3835,0.6385,0.2905,0.3665
"1162","M",0.655,0.55,0.18,1.274,0.586,0.281,0.365
"1163","F",0.655,0.51,0.15,1.043,0.4795,0.223,0.305
"1164","F",0.655,0.505,0.19,1.3485,0.5935,0.2745,0.425
"1165","F",0.655,0.505,0.195,1.4405,0.688,0.3805,0.363
"1166","M",0.66,0.5,0.165,1.3195,0.667,0.269,0.341
"1167","F",0.66,0.535,0.175,1.5175,0.711,0.3125,0.415
"1168","M",0.66,0.53,0.195,1.5505,0.6505,0.3295,0.495
"1169","M",0.66,0.51,0.165,1.6375,0.7685,0.3545,0.3925
"1170","M",0.665,0.525,0.175,1.443,0.6635,0.3845,0.353
"1171","M",0.665,0.505,0.16,1.289,0.6145,0.253,0.3665
"1172","F",0.665,0.505,0.16,1.2915,0.631,0.2925,0.32
"1173","M",0.665,0.52,0.175,1.3725,0.606,0.32,0.395
"1174","M",0.665,0.5,0.175,1.2975,0.6075,0.314,0.315
"1175","M",0.67,0.505,0.16,1.2585,0.6255,0.311,0.308
"1176","M",0.67,0.52,0.165,1.39,0.711,0.2865,0.3
"1177","F",0.67,0.52,0.19,1.32,0.5235,0.3095,0.4275
"1178","F",0.67,0.55,0.155,1.566,0.858,0.339,0.354
"1179","F",0.67,0.54,0.195,1.619,0.74,0.3305,0.465
"1180","M",0.675,0.525,0.16,1.2835,0.572,0.2755,0.3545
"1181","F",0.675,0.51,0.195,1.382,0.6045,0.3175,0.3965
"1182","M",0.68,0.52,0.195,1.4535,0.592,0.391,0.4125
"1183","F",0.68,0.51,0.2,1.6075,0.714,0.339,0.4705
"1184","M",0.685,0.52,0.15,1.3735,0.7185,0.293,0.32
"1185","F",0.685,0.565,0.175,1.638,0.7775,0.375,0.438
"1186","F",0.69,0.55,0.2,1.569,0.687,0.3675,0.46
"1187","M",0.7,0.565,0.175,1.8565,0.8445,0.3935,0.54
"1188","F",0.7,0.535,0.175,1.773,0.6805,0.48,0.512
"1189","F",0.705,0.545,0.17,1.58,0.6435,0.4565,0.265
"1190","M",0.71,0.575,0.215,2.009,0.9895,0.4475,0.502
"1191","F",0.71,0.57,0.195,1.9805,0.9925,0.4925,0.48
"1192","F",0.71,0.54,0.205,1.5805,0.802,0.287,0.435
"1193","M",0.71,0.56,0.22,2.015,0.9215,0.454,0.566
"1194","M",0.72,0.57,0.2,1.8275,0.919,0.366,0.485
"1195","M",0.72,0.55,0.205,2.125,1.1455,0.4425,0.511
"1196","F",0.72,0.525,0.18,1.445,0.631,0.3215,0.435
"1197","F",0.725,0.565,0.21,2.1425,1.03,0.487,0.503
"1198","F",0.73,0.56,0.19,1.9425,0.799,0.5195,0.5655
"1199","M",0.735,0.59,0.215,1.747,0.7275,0.403,0.557
"1200","F",0.74,0.565,0.205,2.119,0.9655,0.5185,0.482
